,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9,Subject10,Subject11,Subject12,Subject13,Subject14,Subject15,Subject16,Subject17,Subject18,Subject19,Subject20,Subject21,Subject22,Subject23,Subject24,Subject25,Subject26,Subject27,Subject28,Subject29,Subject30,Subject31,Subject32,Subject33,Subject34,Subject35,Subject36,Subject37,Subject38,Subject39,Subject40,Subject41,Subject42,Subject43,Subject44,Subject45,Subject46,Subject47,Subject48,Subject49,Subject50,Subject51,Subject52,Subject53,Subject54,Subject55,Subject56,Subject57,Subject58,Subject59,Subject60,Subject61,Subject62,Subject63,Subject64,Subject65,Subject66,Subject67,Subject68,Subject69,Subject70,Subject71,Subject72,Subject73,Subject74,Subject75,Subject76,Subject77,Subject78,Subject79,Subject80,Subject81,Subject82,Subject83,Subject84,Subject85
LongJump_crf_63_82fps,-1.0,1.0,14.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,17.0,-1.0,24.0,23.0,19.0,10.0,30.0,11.0,19.0,17.0,-1.0,10.0,-1.0,18.0,-1.0,19.0,15.0,9.0,26.0,-1.0,-1.0,-1.0,-1.0,30.0,19.0,-1.0,24.0,10.0,34.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,16.0,19.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,10.0,23.0,9.0,3.0,4.0,27.0,13.0,-1.0,-1.0,-1.0,-1.0,24.0,26.0,22.0,20.0,19.0,-1.0,-1.0,15.0,12.0,-1.0
LongJump_crf_63_98fps,-1.0,7.0,14.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,12.0,-1.0,28.0,28.0,24.0,11.0,19.0,9.0,35.0,20.0,-1.0,13.0,-1.0,17.0,-1.0,19.0,17.0,14.0,22.0,-1.0,-1.0,-1.0,-1.0,34.0,20.0,-1.0,28.0,19.0,20.0,-1.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,12.0,14.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,13.0,15.0,15.0,20.0,4.0,27.0,20.0,-1.0,-1.0,-1.0,-1.0,25.0,32.0,24.0,25.0,22.0,-1.0,-1.0,13.0,21.0,-1.0
LongJump_crf_63_120fps,12.0,28.0,14.0,28.0,20.0,11.0,22.0,15.0,28.0,14.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,14.0,24.0,17.0,18.0,18.0,25.0,9.0,18.0,21.0,4.0,-1.0,34.0,24.0,29.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,35.0,19.0,15.0,19.0,17.0,22.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,25.0,32.0,28.0,28.0,16.0,20.0,-1.0,-1.0
bobblehead_crf_0_24fps,8.0,29.0,16.0,5.0,26.0,11.0,25.0,38.0,28.0,3.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,24.0,23.0,29.0,7.0,18.0,10.0,26.0,11.0,17.0,32.0,-1.0,13.0,10.0,24.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,26.0,30.0,27.0,18.0,25.0,18.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,18.0,34.0,22.0,24.0,15.0,25.0,-1.0,-1.0
bobblehead_crf_0_30fps,15.0,30.0,20.0,33.0,26.0,30.0,29.0,24.0,31.0,20.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,24.0,28.0,25.0,16.0,29.0,28.0,13.0,28.0,14.0,27.0,-1.0,19.0,19.0,19.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,11.0,37.0,29.0,26.0,29.0,18.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,23.0,37.0,13.0,27.0,20.0,23.0,-1.0,-1.0
bobblehead_crf_0_60fps,31.0,-1.0,-1.0,26.0,39.0,-1.0,29.0,30.0,22.0,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,35.0,-1.0,37.0,-1.0,-1.0,-1.0,-1.0,21.0,33.0,35.0,31.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,20.0,-1.0,31.0,7.0,16.0,39.0,34.0,31.0,-1.0,25.0,32.0,32.0,-1.0,-1.0,-1.0,28.0,19.0,11.0,18.0,31.0,26.0,32.0,34.0,26.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,28.0,34.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,19.0,-1.0,-1.0,36.0
bobblehead_crf_0_82fps,-1.0,30.0,39.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,23.0,-1.0,39.0,31.0,32.0,27.0,33.0,21.0,37.0,28.0,-1.0,30.0,-1.0,31.0,-1.0,26.0,21.0,34.0,39.0,-1.0,-1.0,-1.0,-1.0,39.0,29.0,-1.0,36.0,32.0,35.0,-1.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,26.0,15.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,26.0,27.0,39.0,33.0,36.0,32.0,39.0,-1.0,-1.0,-1.0,-1.0,37.0,34.0,36.0,35.0,33.0,-1.0,-1.0,30.0,39.0,-1.0
bobblehead_crf_0_98fps,25.0,37.0,39.0,29.0,39.0,34.0,33.0,24.0,30.0,24.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,30.0,34.0,26.0,39.0,29.0,34.0,32.0,29.0,30.0,34.0,-1.0,34.0,31.0,34.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,30.0,36.0,32.0,25.0,21.0,33.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,35.0,38.0,25.0,37.0,19.0,29.0,-1.0,-1.0
bobblehead_crf_0_120fps,32.0,32.0,39.0,28.0,39.0,30.0,33.0,34.0,31.0,18.0,31.0,39.0,34.0,29.0,23.0,33.0,23.0,22.0,31.0,19.0,24.0,38.0,37.0,33.0,24.0,34.0,37.0,37.0,27.0,25.0,34.0,30.0,30.0,37.0,32.0,37.0,39.0,30.0,27.0,25.0,33.0,36.0,37.0,31.0,31.0,39.0,30.0,24.0,23.0,29.0,29.0,22.0,34.0,28.0,34.0,30.0,35.0,33.0,26.0,29.0,33.0,32.0,27.0,33.0,38.0,30.0,32.0,36.0,38.0,26.0,34.0,21.0,33.0,29.0,38.0,33.0,38.0,37.0,33.0,30.0,32.0,26.0,35.0,39.0,31.0
bobblehead_crf_8_24fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,30.0,28.0,13.0,15.0,8.0,22.0,9.0,9.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,37.0,24.0,15.0,20.0,17.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,36.0,28.0,25.0,16.0,3.0,31.0,7.0,13.0,36.0,-1.0,25.0,7.0,11.0,32.0,28.0,22.0,19.0,27.0,10.0,27.0,5.0,9.0,32.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,24.0
bobblehead_crf_8_30fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,27.0,20.0,16.0,15.0,19.0,36.0,26.0,24.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,35.0,20.0,22.0,17.0,30.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,20.0,19.0,21.0,19.0,10.0,29.0,14.0,16.0,31.0,-1.0,18.0,27.0,13.0,30.0,28.0,32.0,19.0,29.0,30.0,23.0,19.0,26.0,35.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,27.0
bobblehead_crf_12_60fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,33.0,29.0,29.0,30.0,21.0,37.0,24.0,28.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,-1.0,-1.0,-1.0,35.0,15.0,27.0,30.0,31.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,23.0,28.0,31.0,24.0,18.0,33.0,24.0,34.0,35.0,-1.0,1.0,30.0,25.0,24.0,35.0,30.0,39.0,34.0,16.0,22.0,37.0,39.0,31.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,33.0
bobblehead_crf_16_24fps,13.0,19.0,20.0,30.0,15.0,16.0,26.0,27.0,29.0,19.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,23.0,28.0,25.0,5.0,22.0,13.0,1.0,13.0,21.0,20.0,-1.0,4.0,26.0,24.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,30.0,32.0,33.0,22.0,28.0,12.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,18.0,35.0,16.0,25.0,20.0,24.0,-1.0,-1.0
bobblehead_crf_16_82fps,32.0,37.0,32.0,28.0,36.0,25.0,32.0,31.0,30.0,32.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,32.0,37.0,29.0,30.0,30.0,24.0,30.0,23.0,37.0,22.0,-1.0,34.0,24.0,35.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,30.0,32.0,31.0,27.0,30.0,34.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,28.0,35.0,31.0,39.0,25.0,29.0,-1.0,-1.0
bobblehead_crf_16_98fps,-1.0,39.0,35.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,22.0,-1.0,39.0,32.0,39.0,30.0,34.0,26.0,21.0,27.0,-1.0,30.0,-1.0,35.0,-1.0,25.0,21.0,30.0,36.0,-1.0,-1.0,-1.0,-1.0,31.0,34.0,-1.0,35.0,21.0,34.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,-1.0,-1.0,-1.0,29.0,22.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,33.0,32.0,35.0,30.0,39.0,36.0,15.0,-1.0,-1.0,-1.0,-1.0,34.0,33.0,25.0,1.0,35.0,-1.0,-1.0,35.0,39.0,-1.0
bobblehead_crf_20_30fps,-1.0,34.0,19.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,19.0,-1.0,21.0,26.0,30.0,10.0,21.0,15.0,29.0,31.0,-1.0,24.0,-1.0,30.0,-1.0,24.0,9.0,17.0,23.0,-1.0,-1.0,-1.0,-1.0,15.0,31.0,-1.0,32.0,33.0,37.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,19.0,21.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,10.0,28.0,32.0,35.0,28.0,38.0,10.0,-1.0,-1.0,-1.0,-1.0,27.0,32.0,23.0,38.0,17.0,-1.0,-1.0,29.0,28.0,-1.0
bobblehead_crf_20_120fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,34.0,33.0,21.0,32.0,17.0,39.0,34.0,30.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,-1.0,-1.0,-1.0,28.0,29.0,30.0,37.0,38.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,24.0,31.0,30.0,26.0,35.0,37.0,39.0,33.0,33.0,-1.0,1.0,35.0,37.0,27.0,39.0,33.0,39.0,33.0,31.0,29.0,31.0,35.0,31.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,38.0
bobblehead_crf_28_24fps,17.0,-1.0,-1.0,31.0,13.0,-1.0,28.0,20.0,29.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,31.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,18.0,20.0,16.0,10.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,19.0,-1.0,15.0,34.0,7.0,30.0,0.0,21.0,-1.0,15.0,19.0,5.0,-1.0,-1.0,-1.0,19.0,10.0,10.0,8.0,14.0,1.0,9.0,18.0,17.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,28.0,19.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,22.0,-1.0,-1.0,18.0
bobblehead_crf_28_60fps,26.0,28.0,22.0,19.0,32.0,26.0,28.0,31.0,29.0,26.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,34.0,32.0,23.0,16.0,33.0,22.0,26.0,28.0,30.0,19.0,-1.0,35.0,19.0,28.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,29.0,33.0,30.0,32.0,26.0,32.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,28.0,36.0,31.0,35.0,24.0,19.0,-1.0,-1.0
bobblehead_crf_32_30fps,20.0,-1.0,-1.0,27.0,27.0,-1.0,25.0,16.0,29.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,29.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,25.0,14.0,20.0,27.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,30.0,-1.0,20.0,11.0,11.0,30.0,27.0,30.0,-1.0,21.0,17.0,10.0,-1.0,-1.0,-1.0,26.0,16.0,20.0,7.0,16.0,15.0,26.0,24.0,19.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,18.0,28.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,20.0,-1.0,-1.0,28.0
bobblehead_crf_32_82fps,30.0,-1.0,-1.0,31.0,16.0,-1.0,27.0,25.0,32.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,38.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,20.0,32.0,32.0,37.0,-1.0,-1.0,31.0,-1.0,-1.0,-1.0,20.0,-1.0,24.0,29.0,31.0,30.0,34.0,34.0,-1.0,22.0,17.0,33.0,-1.0,-1.0,-1.0,27.0,27.0,19.0,32.0,28.0,23.0,29.0,36.0,29.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,31.0,27.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,21.0,-1.0,-1.0,26.0
bobblehead_crf_32_98fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,25.0,24.0,30.0,26.0,24.0,35.0,33.0,22.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,29.0,30.0,29.0,20.0,31.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,28.0,27.0,23.0,27.0,30.0,27.0,33.0,26.0,31.0,-1.0,31.0,28.0,31.0,29.0,32.0,31.0,32.0,29.0,20.0,24.0,31.0,33.0,29.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,35.0
bobblehead_crf_36_120fps,39.0,-1.0,-1.0,25.0,37.0,-1.0,33.0,27.0,30.0,-1.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,34.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,24.0,20.0,30.0,25.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,16.0,-1.0,25.0,25.0,26.0,39.0,31.0,32.0,-1.0,23.0,22.0,28.0,-1.0,-1.0,-1.0,28.0,29.0,15.0,34.0,23.0,30.0,29.0,31.0,21.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,31.0,30.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,23.0,-1.0,-1.0,34.0
bobblehead_crf_40_60fps,8.0,22.0,31.0,20.0,11.0,17.0,24.0,19.0,26.0,24.0,28.0,25.0,16.0,25.0,26.0,30.0,16.0,27.0,19.0,15.0,26.0,36.0,26.0,26.0,24.0,6.0,29.0,25.0,28.0,28.0,27.0,15.0,30.0,24.0,25.0,25.0,30.0,33.0,30.0,20.0,20.0,26.0,31.0,28.0,28.0,25.0,33.0,23.0,23.0,32.0,34.0,15.0,30.0,22.0,19.0,29.0,20.0,17.0,25.0,26.0,28.0,24.0,21.0,24.0,22.0,9.0,25.0,19.0,29.0,28.0,24.0,18.0,31.0,30.0,32.0,33.0,17.0,21.0,31.0,26.0,37.0,16.0,19.0,19.0,35.0
bobblehead_crf_44_82fps,17.0,-1.0,-1.0,19.0,27.0,-1.0,27.0,27.0,27.0,-1.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,28.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,25.0,17.0,26.0,25.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,19.0,-1.0,17.0,9.0,32.0,20.0,38.0,24.0,-1.0,24.0,16.0,23.0,-1.0,-1.0,-1.0,24.0,15.0,11.0,24.0,22.0,32.0,21.0,19.0,28.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,28.0,22.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,18.0,-1.0,-1.0,24.0
bobblehead_crf_44_98fps,24.0,36.0,20.0,20.0,23.0,19.0,25.0,37.0,29.0,17.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,15.0,26.0,28.0,10.0,30.0,21.0,19.0,11.0,33.0,25.0,-1.0,32.0,26.0,27.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,28.0,10.0,32.0,21.0,13.0,27.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,26.0,32.0,21.0,29.0,22.0,21.0,-1.0,-1.0
bobblehead_crf_48_120fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,22.0,25.0,16.0,20.0,12.0,29.0,20.0,11.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,29.0,20.0,14.0,17.0,31.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,17.0,20.0,11.0,18.0,21.0,36.0,30.0,23.0,29.0,-1.0,1.0,23.0,26.0,14.0,28.0,10.0,19.0,24.0,19.0,24.0,27.0,23.0,29.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,31.0
bobblehead_crf_63_24fps,-1.0,0.0,9.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,3.0,0.0,5.0,10.0,0.0,1.0,9.0,-1.0,3.0,-1.0,9.0,-1.0,15.0,7.0,0.0,10.0,-1.0,-1.0,-1.0,-1.0,8.0,3.0,-1.0,12.0,0.0,3.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,11.0,11.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.0,4.0,4.0,6.0,0.0,7.0,3.0,-1.0,-1.0,-1.0,-1.0,5.0,9.0,10.0,3.0,9.0,-1.0,-1.0,10.0,12.0,-1.0
bobblehead_crf_63_30fps,3.0,-1.0,-1.0,21.0,3.0,-1.0,12.0,6.0,20.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,9.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,4.0,9.0,23.0,5.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,9.0,-1.0,11.0,1.0,28.0,0.0,0.0,0.0,-1.0,14.0,2.0,1.0,-1.0,-1.0,-1.0,6.0,9.0,13.0,0.0,1.0,2.0,6.0,5.0,13.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,9.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,5.0,-1.0,-1.0,20.0
bobblehead_crf_63_60fps,-1.0,19.0,9.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,8.0,-1.0,15.0,4.0,14.0,9.0,9.0,3.0,29.0,11.0,-1.0,13.0,-1.0,4.0,-1.0,19.0,5.0,4.0,6.0,-1.0,-1.0,-1.0,-1.0,17.0,15.0,-1.0,15.0,14.0,10.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,18.0,15.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,4.0,2.0,13.0,13.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,15.0,19.0,8.0,12.0,10.0,-1.0,-1.0,12.0,11.0,-1.0
bobblehead_crf_63_82fps,-1.0,0.0,0.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,10.0,-1.0,12.0,7.0,14.0,13.0,13.0,6.0,11.0,11.0,-1.0,12.0,-1.0,16.0,-1.0,18.0,5.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,25.0,10.0,-1.0,21.0,20.0,10.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,17.0,12.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,17.0,9.0,2.0,20.0,10.0,11.0,6.0,-1.0,-1.0,-1.0,-1.0,17.0,13.0,16.0,6.0,16.0,-1.0,-1.0,17.0,13.0,-1.0
bobblehead_crf_63_98fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,8.0,9.0,13.0,16.0,10.0,21.0,0.0,15.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,14.0,17.0,17.0,12.0,8.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,11.0,11.0,16.0,11.0,15.0,2.0,17.0,12.0,15.0,-1.0,12.0,14.0,6.0,8.0,1.0,1.0,11.0,9.0,11.0,20.0,12.0,14.0,13.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,17.0
bobblehead_crf_63_120fps,-1.0,8.0,14.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,15.0,-1.0,24.0,11.0,24.0,10.0,9.0,1.0,2.0,9.0,-1.0,16.0,-1.0,10.0,-1.0,20.0,2.0,10.0,12.0,-1.0,-1.0,-1.0,-1.0,21.0,18.0,-1.0,16.0,19.0,16.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,10.0,10.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,16.0,7.0,13.0,18.0,19.0,15.0,10.0,-1.0,-1.0,-1.0,-1.0,18.0,8.0,12.0,1.0,8.0,-1.0,-1.0,7.0,8.0,-1.0
books_crf_0_24fps,-1.0,3.0,15.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,19.0,-1.0,18.0,23.0,20.0,9.0,11.0,13.0,22.0,11.0,-1.0,16.0,-1.0,0.0,-1.0,5.0,15.0,1.0,16.0,-1.0,-1.0,-1.0,-1.0,6.0,10.0,-1.0,23.0,17.0,27.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,4.0,15.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,11.0,22.0,35.0,21.0,8.0,25.0,20.0,-1.0,-1.0,-1.0,-1.0,10.0,35.0,16.0,28.0,11.0,-1.0,-1.0,14.0,23.0,-1.0
